Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Accessory size (product.metafields.shopify.accessory-size),Art movement (product.metafields.shopify.art-movement),Artwork authenticity (product.metafields.shopify.artwork-authenticity),Artwork frame material (product.metafields.shopify.artwork-frame-material),Back type (product.metafields.shopify.back-type),Backrest type (product.metafields.shopify.backrest-type),Barware material (product.metafields.shopify.barware-material),Basket material (product.metafields.shopify.basket-material),Bulb cap type (product.metafields.shopify.bulb-cap-type),Bulb size (product.metafields.shopify.bulb-size),Bulb type (product.metafields.shopify.bulb-type),Coffee/Tea set pieces included (product.metafields.shopify.coffee-tea-set-pieces-included),Color (product.metafields.shopify.color-pattern),Condition (product.metafields.shopify.condition),Construction (product.metafields.shopify.construction),Decoration material (product.metafields.shopify.decoration-material),Door knob function (product.metafields.shopify.door-knob-function),Door material (product.metafields.shopify.door-material),Door type (product.metafields.shopify.door-type),Drinkware material (product.metafields.shopify.drinkware-material),Embellishment/Trim material (product.metafields.shopify.embellishment-trim-material),Finish (product.metafields.shopify.finish),Flatware material (product.metafields.shopify.flatware-material),Flatware pieces included (product.metafields.shopify.flatware-pieces-included),Food storage material (product.metafields.shopify.food-storage-material),Frame color (product.metafields.shopify.frame-color),Frame design (product.metafields.shopify.frame-design),Frame material (product.metafields.shopify.frame-material),Frame style (product.metafields.shopify.frame-style),Furniture/Fixture features (product.metafields.shopify.furniture-fixture-features),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Handle material (product.metafields.shopify.handle-material),Hardware finish (product.metafields.shopify.hardware-finish),Hardware material (product.metafields.shopify.hardware-material),Hook design (product.metafields.shopify.hook-design),Item style (product.metafields.shopify.item-style),Jar shape (product.metafields.shopify.jar-shape),Kitchen/Dining furniture items included (product.metafields.shopify.kitchen-dining-furniture-items-included),Lampshade shape (product.metafields.shopify.lampshade-shape),Leg color (product.metafields.shopify.leg-color),Leg material (product.metafields.shopify.leg-material),Light temperature (product.metafields.shopify.light-temperature),Lighting options (product.metafields.shopify.lighting-options),Lumber/Wood type (product.metafields.shopify.lumber-wood-type),Material (product.metafields.shopify.material),Mounting hardware (product.metafields.shopify.mounting-hardware),Mounting type (product.metafields.shopify.mounting-type),Occasion (product.metafields.shopify.occasion),Orientation (product.metafields.shopify.orientation),Painting medium (product.metafields.shopify.painting-medium),Personalization options (product.metafields.shopify.personalization-options),Power source (product.metafields.shopify.power-source),Seat type (product.metafields.shopify.seat-type),Shape (product.metafields.shopify.shape),Style (product.metafields.shopify.style),Suitable space (product.metafields.shopify.suitable-space),Switch control type (product.metafields.shopify.switch-control-type),Tabletop color (product.metafields.shopify.tabletop-color),Tabletop material (product.metafields.shopify.tabletop-material),Tabletop shape (product.metafields.shopify.tabletop-shape),Tableware material (product.metafields.shopify.tableware-material),Target gender (product.metafields.shopify.target-gender),Theme (product.metafields.shopify.theme),Tool/Utensil material (product.metafields.shopify.tool-utensil-material),Toy/Game material (product.metafields.shopify.toy-game-material),Upholstery material (product.metafields.shopify.upholstery-material),Vase shape (product.metafields.shopify.vase-shape),Wood finish (product.metafields.shopify.wood-finish),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
antique-wall-decorative-panel-of-wrought-iron-italy-1920s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/2_4329c663-6920-493e-91da-39941dbb2494.jpg?v=1780845635,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antique-wall-decorative-panel-of-wrought-iron-italy-1920s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/3_59e1e58a-16b5-4c56-9d2e-a7c91c67fd51.jpg?v=1780845635,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antique-wall-decorative-panel-of-wrought-iron-italy-1920s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/4_586cbb1d-531c-448c-9b74-9b1faca9281f.jpg?v=1780845635,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antique-wall-decorative-panel-of-wrought-iron-italy-1920s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/5_0c850a4f-5747-412c-adb4-7e11e0468928.jpg?v=1780845636,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antique-wall-decorative-panel-of-wrought-iron-italy-1920s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/6_db03d5ee-4c71-4905-94fb-224cbb4cc811.jpg?v=1780845635,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antique-wall-decorative-panel-of-wrought-iron-italy-1920s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/7_73fa0ad4-c2f7-4b97-8d76-64cb7b39aec0.jpg?v=1780845635,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antique-wall-decorative-panel-of-wrought-iron-italy-1920s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/8_410aabca-227d-4623-bb14-351fdbb021e1.jpg?v=1780845635,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antique-wall-decorative-panel-of-wrought-iron-italy-1920s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/9_62450966-d45e-438a-b201-dbb523292844.jpg?v=1780845635,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antique-wall-decorative-panel-of-wrought-iron-italy-1920s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/10_8b0e2d95-8bc4-4d16-91b7-4d83db101f1a.jpg?v=1780845635,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antique-wall-decorative-panel-of-wrought-iron-italy-1920s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/11_a9f3c550-2cf8-4b79-97a3-ec39bc10b6d7.jpg?v=1780845635,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antique-wall-decorative-panel-of-wrought-iron-italy-1920s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/12_4adb121e-1db1-45b7-9243-8262667306ea.jpg?v=1780845635,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antique-wall-decorative-panel-of-wrought-iron-italy-1920s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/13_4c1fb014-a07c-428b-ba13-6b192596dbb7.jpg?v=1780845635,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antique-wall-decorative-panel-of-wrought-iron-italy-1920s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/14_501243f0-b6c9-478a-abc5-278311339855.jpg?v=1780845635,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antique-wall-decorative-panel-of-wrought-iron-italy-1920s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/15_f6530c51-fd8b-4a5b-b459-364031b6c493.jpg?v=1780845635,15,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antique-wall-decorative-panel-of-wrought-iron-italy-1920s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/16_0d99f194-9229-400e-9a41-4db606f53cc0.jpg?v=1780845635,16,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antique-wall-decorative-panel-of-wrought-iron-italy-1920s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/17_e8222189-8835-4d41-ae3b-39d25daabe77.jpg?v=1780845635,17,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antique-wall-decorative-panel-of-wrought-iron-italy-1920s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/18_d0fa0222-b160-46b2-b9dc-17587e4fbfd6.jpg?v=1780845635,18,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antique-wall-decorative-panel-of-wrought-iron-italy-1920s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/19_59cd1adc-8e53-4763-b5c9-3af93ee87e8f.jpg?v=1780845634,19,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antique-wall-decorative-panel-of-wrought-iron-italy-1920s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/20_7257dafb-70a3-4382-88c0-a76845eb475a.jpg?v=1780845635,20,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-bronze-wall-candle-sconce-france-1950s,"Large Bronze Wall Candle Sconce, France 1950s","<div id=""content-toggle-product-details-read-more"" class=""wt-content-toggle__body wt-content-toggle__body--truncated wt-content-toggle__body--truncated-02"" aria-hidden=""false"">
<p data-product-details-description-text-content="""" class=""wt-text-body-01 wt-break-word"">Beautiful French wall sconce/candleholder made of gilded bronze, made in the form of tied ribbons supporting two candleholders ending with tassels wrapped around buttons decorated with floral rosettes. <br>These neoclassical elements, typical of the Louis XVI style, refer to the Greek and Roman cultures. <br>The bronze casting is made of very high quality, with clear details and a pleasant, natural golden patina formed from time to time. Very often, such sconces are designed for use with electric lighting — the same one has not been changed and is still intended for use as a candleholder. Classic and elegant in form, it will bring an element of romantic antiquity to any interior.<br><br>The wall candle sconce is in good vintage condition. <br><br>Dimensions:<br>Width: 27 cm / 10.6 inches<br>Height: 57 cm / 22.4 inches<br>Depth: 17 cm / 6.7 inches<br>Weight: 5 kg<br><br>We offer a secure worldwide shipping. Each of our lamp is shipped in a personal custom-made wooden box.<br><br>If you have any questions, please contact us. We're always in touch!</p>
</div>",The Old Attic,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,Wall lamp,"antique_candleholder, french_candleholder, italian_candleholder, vintage_candleholder, Vintage_home_decor, wall bronze sconces",true,Title,Default Title,,,,,,,,,9000.0,shopify,1,deny,manual,700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0984/5289/8133/files/3_3f682d60-4956-44f1-ad6f-1599e8f0d094.jpg?v=1780414302,1,"",false,,,2784,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,metallic; gloss,,,,,,,,,,,,,,,,,,,,,,,bronze; metal,,,,,,,,,rectangular,,indoors,,,,,,,history,,,,,,,,,,,kg,,,active
large-bronze-wall-candle-sconce-france-1950s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/6_d07e66e4-eb28-48f2-a019-226e788d25a5.jpg?v=1780414302,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-bronze-wall-candle-sconce-france-1950s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/4_b0613ceb-8b60-4b91-9a92-64f8a30dd77d.jpg?v=1780414302,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-bronze-wall-candle-sconce-france-1950s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/1_437340f4-dd81-43eb-b018-18ca1e7b212a.jpg?v=1780414301,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-bronze-wall-candle-sconce-france-1950s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/2_98460a0b-1c24-4a29-a2d5-8cddc0800a15.jpg?v=1780414302,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-bronze-wall-candle-sconce-france-1950s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/5.1_e087d2f3-a476-4d96-922b-f718625687f7.jpg?v=1780414302,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-bronze-wall-candle-sconce-france-1950s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/16_47569d0a-d600-4cda-a6bb-ae8a22575c85.jpg?v=1780414302,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-bronze-wall-candle-sconce-france-1950s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/7_57f546ff-2c57-4570-a340-facb4028c31c.jpg?v=1780414302,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-bronze-wall-candle-sconce-france-1950s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/8_0829c546-71ac-4123-b935-ad88f20bf640.jpg?v=1780414302,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-bronze-wall-candle-sconce-france-1950s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/9_38686948-47c5-4561-a6c0-2bb764b07559.jpg?v=1780414302,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-bronze-wall-candle-sconce-france-1950s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/10_ea969350-0b77-4ea4-a375-591fd516fb15.jpg?v=1780414302,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-bronze-wall-candle-sconce-france-1950s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/11_956a1d3b-d078-4587-8ebb-bea313c82f93.jpg?v=1780414302,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-bronze-wall-candle-sconce-france-1950s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/12_85050353-25c4-4178-89e1-9101353f3f4e.jpg?v=1780414302,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-bronze-wall-candle-sconce-france-1950s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/13_f4bbd26f-30af-4d82-97b1-0d1f72cc2428.jpg?v=1780414302,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-bronze-wall-candle-sconce-france-1950s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/14_96ce0fe7-a9d3-42b3-8c57-c26d06550ca6.jpg?v=1780414302,15,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-bronze-wall-candle-sconce-france-1950s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/15_223a57d8-503f-458a-afa1-fa9a9e9759ad.jpg?v=1780414303,16,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-bronze-wall-candle-sconce-france-1950s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/17_46e38293-c290-4d72-a037-6f88519d1356.jpg?v=1780414302,17,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-bronze-wall-candle-sconce-france-1950s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/18_e4b62bc0-87fa-4bd2-b67e-898955c3f5a7.jpg?v=1780414302,18,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-venetian-murano-glass-mirror-tray-italy-1950s,"Vintage Venetian Murano glass Mirror Tray, Italy 1950s","<p>Amazing Murano tray made in Venice, Italy in the 1950s.<br>The edge of the tray features a twisted glass border with ornate brass handles. Wood board liner on underside.</p>
<p>Very good vintage condition.<br>Dimensions:<br>Width: 33 cm / 13 inches<br>Height: 4 cm / 1.6 inches<br>Depth: 30 cm / 11.8 inches</p>
<p>We offer a secure worldwide shipping. Each of our item is shipped in a personal box.</p>
<p>If you have any questions, please contact us. We're always in touch! </p>",The Old Attic,Home & Garden > Decor > Decorative Trays,Tableware,"1950s_Design_Style, decorative_tray, italian_silver_tray, italian_tray, Mid-century_modern, murano tray, serving_tray, silver_tray, tray_mirror, tray_with_hands, venetian tray, Vintage_home_decor, vintage_tray",true,Title,Default Title,,,,,,,,,4000.0,shopify,1,deny,manual,450.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0984/5289/8133/files/1_9adfa8f2-2f76-4c8d-8796-9246175dffd2.jpg?v=1779950863,1,"",false,,,6456,,,,,,,,,,,,,,,,,,,,,,,,clear; gold,,,glass; brass,,,,,,gloss,,,,,,,,,,,,,,retro-vintage,,,,,,,,,,,,,,,,,,rectangular,,,,,,,,,,,,,,,,,,,,kg,,,active
vintage-venetian-murano-glass-mirror-tray-italy-1950s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/2_40ac3755-4c5b-4fd6-ab11-051068b4b837.jpg?v=1779950863,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-venetian-murano-glass-mirror-tray-italy-1950s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/3_b018d609-b982-42d7-814e-b5adb0c9c277.jpg?v=1779950863,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-venetian-murano-glass-mirror-tray-italy-1950s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/4_bab94cd3-8f1d-4f1f-b71b-419efc93c87f.jpg?v=1779950863,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-venetian-murano-glass-mirror-tray-italy-1950s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/5_a25b53f7-5bff-49bf-983c-1cf39c02c48b.jpg?v=1779950863,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-venetian-murano-glass-mirror-tray-italy-1950s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/6_eca7df60-7bea-446c-993b-8b4424f5eb79.jpg?v=1779950865,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-venetian-murano-glass-mirror-tray-italy-1950s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/7_b468fc65-4bfb-4542-ae18-deb65fb279e6.jpg?v=1779950863,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-venetian-murano-glass-mirror-tray-italy-1950s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/9_051767a9-85e0-49f5-8930-263f4e94f4c7.jpg?v=1779950863,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-venetian-murano-glass-mirror-tray-italy-1950s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/10_6278828b-e951-4303-b43f-28e14a6b0d00.jpg?v=1779950863,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-venetian-murano-glass-mirror-tray-italy-1950s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/11_b68b7eb4-732e-4ace-8a68-59cb7deeaa71.jpg?v=1779950863,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-venetian-murano-glass-mirror-tray-italy-1950s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/5289/8133/files/12_70f94dad-5b9d-43b2-94f8-1532eebc591b.jpg?v=1779950863,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
